mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
668.5747_10.647,21001.239222332417,24636.297236109167,1.1730877866440987,0.0169,0.23031097979195556,1.7721132953863266,668.5747,10.647,26608.688,668.5747_10.647,668.5747_10.647,1
674.6039_10.834,4469.729997369835,5977.573256818712,1.3373454907424278,1.77e-4,0.4193722203989929,3.7520267336381936,674.6039,10.834,6119.663,674.6039_10.834,674.6039_10.834,1
676.6243_10.731,4144.306726154403,6073.265111270575,1.4654477847748728,5.41e-4,0.551341564418868,3.2668027348934308,676.6243,10.731,5050.361,676.6243_10.731,676.6243_10.731,1
678.6034_10.645,11888.557750756752,13854.274613465923,1.1653452760141612,0.025,0.22075746920727382,1.6020599913279623,678.6034,10.645,14440.1,678.6034_10.645,678.6034_10.645,1
678.6402_10.885,9551.111307102858,11160.072213890828,1.1684579788732476,0.00278,0.22460585156937646,2.555955204081924,678.6402,10.885,10927.401,Cluster_678.6402_10.885,668.611_10.888;678.6402_10.885,2
682.6332_10.835,9121.389765128453,11982.370997703472,1.3136562855270915,0.0025,0.3935878479341687,2.6020599913279625,682.6332,10.835,12394.703,682.6332_10.835,682.6332_10.835,1
684.6065_10.853,382975.850227066,322467.7841736113,0.8420055311122633,0.0067,-0.24809838453865588,2.1739251972991736,684.6065,10.853,363802.88,Cluster_684.6065_10.853,684.6065_10.853;686.6054_10.854;694.635_10.854,3
696.6064_10.749,13354.529885351649,19123.799395065107,1.432008431539149,9.24e-4,0.5180399870881377,3.0343280287798935,696.6064,10.749,16448.336,Cluster_696.6064_10.749,696.6064_10.749;706.6345_10.754,2
698.5121_7.962,22205.36444052759,27018.63064875531,1.2167614146175822,0.00459,0.28304630881402015,2.3381873144627385,698.5121,7.962,24335.305,698.5121_7.962,698.5121_7.962,1
698.6217_10.912,39606.277073292455,45847.06613122422,1.1575707064408762,0.0155,0.2111003185102541,1.8096683018297086,698.6217,10.912,44565,Cluster_698.6217_10.912,698.6217_10.912;708.6502_10.915,2
700.6211_10.914,15112.311824291117,17832.213895953762,1.1799792184866613,0.00558,0.23876145140894126,2.2533658010624213,700.6211,10.914,17831.484,700.6211_10.914,700.6211_10.914,1
705.5178_5.308,6076.635747774565,7375.078990311934,1.2136779784789462,0.00502,0.27938568643816913,2.2992962828549808,705.5178,5.308,7016.681,705.5178_5.308,705.5178_5.308,1
716.5225_8.139,8087.702699513288,6537.980175746289,0.8083853250614343,0.015,-0.30688496274574056,1.8239087409443189,716.5225,8.139,7424.2305,716.5225_8.139,716.5225_8.139,1
717.5179_5.106,20958.85447664385,24299.046461391492,1.1593690145837832,0.00319,0.21333983362339567,2.496209316942819,717.5179,5.106,23780.715,717.5179_5.106,717.5179_5.106,1
721.549_6,7012.474593272435,9377.74191338552,1.3372942445142337,6.27e-4,0.419316936183841,3.2027324591692836,721.549,6,8887.505,Cluster_721.549_6,721.549_6;721.5493_6,2
722.5123_7.861,100874.09607947327,121931.95854046538,1.2087539148246915,0.0104,0.27352056220596127,1.9829666607012197,722.5123,7.861,109902.75,722.5123_7.861,722.5123_7.861,1
724.5276_8.3,6757.655116300263,9277.045521884158,1.3728202108904355,7.39e-4,0.4571426977058994,3.1313555616051745,724.5276,8.3,8511.096,724.5276_8.3,724.5276_8.3,1
744.5538_9.321,10929.817302197487,7770.695211571767,0.7109629554383708,0.0014,-0.4921537043783594,2.853871964321762,744.5538,9.321,9591.219,744.5538_9.321,744.5538_9.321,1
746.5966_10.853,10422.880925054034,8618.240405119306,0.8268578013208596,6.38e-4,-0.2742888513051532,3.1951793212788377,746.5966,10.853,9415.05,746.5966_10.853,746.5966_10.853,1
750.5436_9.042,118597.65902205573,144055.77025554105,1.2146594750976565,0.00512,0.28055191675717644,2.290730039024169,750.5436,9.042,132781.84,Cluster_750.5436_9.042,750.5436_9.042;818.5306_9.045,2
752.5591_9.514,5340.895495818916,6585.228552706273,1.2329821015710707,0.0159,0.30215185719243426,1.7986028756795485,752.5591,9.514,6134.1753,752.5591_9.514,752.5591_9.514,1
761.5803_7.053,11886.294033922422,13708.430667377006,1.153297287468606,0.0151,0.20576444696487725,1.8210230527068305,761.5803,7.053,12607.262,761.5803_7.053,761.5803_7.053,1
762.6216_10.854,5382.923219196019,4611.821690909661,0.8567504129472744,0.0427,-0.2230531127745539,1.3695721249749762,762.6216,10.854,5122.8843,762.6216_10.854,762.6216_10.854,1
771.5646_6.096,8342.742836711235,9908.973750301466,1.1877357296329716,0.0286,0.24821387320935728,1.5436339668709569,771.5646,6.096,10028.057,771.5646_6.096,771.5646_6.096,1
776.5351_7.576,9038.581932434265,11822.369492964484,1.3079894148595157,0.0102,0.3873508656131546,1.9913998282380825,776.53510000000006,7.576,10499.827,776.5351_7.576,776.5351_7.576,1
776.5354_7.574,9536.496455678518,11544.109953473935,1.210518979074331,0.0134,0.2756256987517777,1.8728952016351923,776.5354,7.574,10753.819,776.5354_7.574,776.5354_7.574,1
777.6118_7.986,8494.222513156174,10520.466457185028,1.2385437797150394,0.0153,0.3086448654849385,1.8153085691824011,777.6118,7.986,9590.069,777.6118_7.986,777.6118_7.986,1
780.4705_7.867,6296.509022517235,7701.229616142221,1.2230951450401326,0.0024,0.2905366360308489,2.619788758288394,780.4705,7.867,6633.9,780.4705_7.867,780.4705_7.867,1
