row ID,row m/z,row retention time,5101-b1-control_c18neg_82.mzML Peak height,5105-b3-lyc_c18neg_21.mzML Peak height,5112-b1-beta_c18neg_34.mzML Peak height,5107-b1-beta_c18neg_29.mzML Peak height,5105-b1-lyc_c18neg_76.mzML Peak height,5102-b1-control_c18neg_5.mzML Peak height,5101-b3-control_c18neg_66.mzML Peak height,5103-b1-lyc_c18neg_35.mzML Peak height,5104-b3-lyc_c18neg_32.mzML Peak height,5109-b3-beta_c18neg_81.mzML Peak height,5104-b1-lyc_c18neg_10.mzML Peak height,5108-b1-control_c18neg_71.mzML Peak height,5113-b3-beta_c18neg_47.mzML Peak height,5111-b1-control_c18neg_4.mzML Peak height,5109-b1-beta_c18neg_65.mzML Peak height,5111-b3-control_c18neg_39.mzML Peak height,5110-b1-lyc_c18neg_59.mzML Peak height,5102-b3-control_c18neg_33.mzML Peak height,5108-b3-control_c18neg_22.mzML Peak height,5103-b3-lyc_c18neg_63.mzML Peak height,5107-b3-beta_c18neg_28.mzML Peak height,5112-b3-beta_c18neg_56.mzML Peak height,5113-b1-beta_c18neg_53.mzML Peak height,5110-b3-lyc_c18neg_84.mzML Peak height,5114-b1-beta_c18neg_26.mzML Peak height,5114-b3-beta_c18neg_23.mzML Peak height,5122-b3-lyc_c18neg_75.mzML Peak height,5124-b3-control_c18neg_68.mzML Peak height,5117-b3-lyc_c18neg_2.mzML Peak height,5120-b1-beta_c18neg_72.mzML Peak height,5115-b1-lyc_c18neg_36.mzML Peak height,5125-b3-control_c18neg_51.mzML Peak height,5116-b3-control_c18neg_20.mzML Peak height,5126-b3-beta_c18neg_24.mzML Peak height,5118-b3-lyc_c18neg_9.mzML Peak height,5117-b1-lyc_c18neg_46.mzML Peak height,5123-b3-control_c18neg_40.mzML Peak height,5115-b3-lyc_c18neg_70.mzML Peak height,5122-b1-lyc_c18neg_14.mzML Peak height,5125-b1-control_c18neg_80.mzML Peak height,5123-b1-control_c18neg_11.mzML Peak height,5116-b1-control_c18neg_6.mzML Peak height,5120-b3-beta_c18neg_54.mzML Peak height,5121-b1-beta_c18neg_69.mzML Peak height,5121-b3-beta_c18neg_48.mzML Peak height,5118-b1-lyc_c18neg_57.mzML Peak height,5124-b1-control_c18neg_45.mzML Peak height,5119-b3-control_c18neg_58.mzML Peak height,5119-b1-control_c18neg_74.mzML Peak height,5127-b1-control_c18neg_30.mzML Peak height,PB2_c18neg_3.mzML Peak height,PB3_c18neg_4.mzML Peak height,PB1_c18neg_2.mzML Peak height,5131-b1-beta_c18neg_38.mzML Peak height,5135-b1-lyc_c18neg_12.mzML Peak height,5129-b3-lyc_c18neg_16.mzML Peak height,5131-b3-beta_c18neg_3.mzML Peak height,5134-b3-beta_c18neg_64.mzML Peak height,5133-b3-control_c18neg_15.mzML Peak height,5127-b3-control_c18neg_83.mzML Peak height,5126-b1-beta_c18neg_62.mzML Peak height,5136-b1-beta_c18neg_44.mzML Peak height,5133-b1-control_c18neg_27.mzML Peak height,5134-b1-beta_c18neg_42.mzML Peak height,5135-b3-lyc_c18neg_18.mzML Peak height,5128-b1-lyc_c18neg_8.mzML Peak height,5128-b3-lyc_c18neg_60.mzML Peak height,5136-b3-beta_c18neg_77.mzML Peak height,5132-b1-beta_c18neg_41.mzML Peak height,5132-b3-beta_c18neg_52.mzML Peak height,5129-b1-lyc_c18neg_78.mzML Peak height,5130-b3-lyc_c18neg_50.mzML Peak height,5130-b1-lyc_c18neg_17.mzML Peak height,QC2_c18neg_7.mzML Peak height,QC1_c18neg_1.mzML Peak height,QC3_c18neg_13.mzML Peak height,QC4_c18neg_19.mzML Peak height,QC5_c18neg_25.mzML Peak height,QC7_c18neg_37.mzML Peak height,QC8_c18neg_43.mzML Peak height,QC6_c18neg_31.mzML Peak height,QC14_c18neg_79.mzML Peak height,QC13_c18neg_73.mzML Peak height,QC12_c18neg_67.mzML Peak height,QC10_c18neg_55.mzML Peak height,QC15_c18neg_85.mzML Peak height,QC11_c18neg_61.mzML Peak height,QC9_c18neg_49.mzML Peak height,
3853,853.6190132504669,10.65867,7036.0166,7431.2446,2380.8596,3166.6355,5439.8555,3038.3945,7837.7705,4927.3403,4596.753,3035.6765,2253.968,2108.704,4671.4766,3462.3997,1972.3405,4301.0806,2942.1636,6022.605,2617.8657,5578.3354,3684.9163,4023.726,6968.8364,5828.8403,3810.6191,4563.083,4683.9937,3045.9175,4881.6665,2004.2246,5891.379,5034.7554,2652.1938,4896.1333,5421.642,4764.737,4568.0,5458.6274,3400.2231,5513.543,6435.145,1824.1488,3767.1118,2724.2603,3722.2969,6302.165,2840.1133,4830.383,3350.2761,5213.552,1222.7323,1227.009,0,2374.0654,3422.2654,3547.1086,3785.1682,3774.1323,3856.7568,3596.925,2617.9868,3056.0388,2687.3613,2714.6633,5580.0737,2408.3955,3451.904,4204.69,4000.412,6972.0796,2855.5042,4679.3438,4932.3687,4537.333,3900.0364,4549.8086,4362.1924,5947.7646,3775.45,4373.0,3648.0764,4865.9453,3831.4785,4562.4863,3903.8108,4174.8535,4272.6465,4515.8765,
3857,1463.3323581413392,10.653392,1552.3569,1599.591,1286.6416,1078.4513,0,1355.0453,1198.1451,0,1457.0488,0,1591.4296,1038.698,1099.8688,0,1100.3623,0,1012.42883,1295.0175,0,1067.1277,1246.5781,1167.1084,1087.7925,0,2244.8396,0,1017.37726,1350.2849,0,1653.7883,1126.9513,1139.412,1938.3885,1194.0386,1084.9823,1059.8861,1060.2499,1266.7432,1338.4031,1125.8625,1000.96356,1608.8715,0,1228.7671,0,1118.4135,1668.3954,1364.6184,1082.7743,0,0,1273.9244,1333.3013,1377.2661,1571.5172,1465.2573,1508.2238,0,1374.673,0,1102.7848,0,1807.556,0,1491.0121,1350.0073,1013.7337,1750.5771,0,1308.5339,1103.5759,1101.8334,0,1418.8942,152891.47,1190.0452,1050.9688,1556.7548,1114.2544,1340.8918,1103.049,1041.1578,0,1085.76,1280.9794,1479.743,1334.5905,0,
3875,507.5138431611765,10.677326,14211.91,12631.062,13120.04,13191.012,14508.202,14985.695,13960.584,14157.912,14936.668,16033.603,12919.485,13303.123,13574.591,13921.324,13063.305,13120.715,14262.41,13294.682,12983.118,14765.874,15234.109,14637.484,14137.0625,14972.408,14683.53,11945.813,15625.436,14059.974,14176.457,14085.216,14699.227,14803.331,13313.037,14126.359,13142.056,13090.343,13021.45,14298.682,13652.005,12205.768,15968.023,14614.139,14665.119,13191.086,14212.59,14636.744,14522.704,14059.095,13204.467,12664.464,12212.006,13518.079,18713.25,15791.242,13655.749,13705.121,15359.001,12279.98,12629.208,14613.836,14230.748,14275.15,15386.64,14229.9375,13506.184,15310.816,13931.617,14279.633,13291.321,12882.504,14306.595,14904.716,13343.13,13527.26,5875.6323,14243.761,12872.036,13465.299,12964.926,14080.282,13914.666,15125.1,13357.336,14522.847,14636.232,15160.0,13784.891,13721.707,
3892,865.6758431461076,10.678155,7932.8877,6518.6396,8435.275,6854.702,5127.365,5896.3765,8462.544,6081.3657,9962.128,6760.1323,9101.561,5864.634,8430.264,8199.686,7212.175,5958.6714,8262.967,9339.921,7868.438,8410.115,9367.869,10441.096,5147.255,10800.602,3724.0796,4573.7944,9110.544,10716.785,8598.456,5914.5615,12080.209,8852.232,8848.969,7442.7056,9100.931,8255.222,6385.4673,10495.011,5816.214,7575.025,5664.2856,8020.537,6730.375,7229.8115,6882.3145,8539.545,8201.534,9069.791,6395.785,6259.9243,1089.3878,0,0,8067.0767,8295.571,6488.7266,7121.684,10601.142,8205.981,7794.916,6592.5396,5647.42,8658.184,6580.4644,8333.671,7089.1616,6975.157,5906.1284,7185.6094,7936.068,6407.1665,6808.736,12772.215,8987.327,5860.0493,7606.1294,7492.0938,8176.1655,7596.035,7372.8857,7506.402,6923.5522,8003.3887,7722.493,6973.5625,8152.102,8650.91,8643.726,
3894,873.704725834621,10.679977,14001.785,10814.658,14404.578,13376.383,11353.606,12511.266,18100.252,10700.18,13958.2,14835.056,15682.422,10420.01,13996.157,12978.999,14007.098,11683.765,15816.848,15875.1,13281.955,15670.027,16625.361,17233.232,8607.223,18211.23,6502.233,7314.0894,16863.096,19590.252,15961.066,10845.903,22749.305,15786.63,15241.108,15243.924,22787.916,13162.572,9862.901,23379.39,12256.821,14714.947,8047.546,15401.024,14092.35,11211.331,14418.21,14662.392,16617.506,16860.209,12423.266,11582.658,1146.8353,1481.3546,1384.6051,15382.417,16475.426,13674.668,14329.439,17785.865,14742.71,14808.085,11565.612,12197.735,14681.306,13149.707,12094.787,12795.928,12841.866,10922.891,12990.009,14614.2705,10926.885,13019.791,22628.73,13135.218,12191.403,13642.051,12983.827,13975.414,15005.143,13876.097,14586.915,14170.371,13387.0,14302.161,15047.5625,13075.175,13436.191,14054.001,
3895,571.4964197754211,10.681428,12362.561,10733.756,9239.311,11567.056,10254.215,8814.898,10601.416,9768.889,10735.994,12394.434,8159.889,10274.365,10460.532,8833.956,10268.87,9322.054,9287.095,9399.37,9862.652,10090.854,11654.11,10937.009,10727.641,9043.831,10391.585,10308.275,9373.943,10434.651,9698.586,8781.119,8647.733,10755.705,9182.973,9205.477,10535.329,10815.325,10814.505,10299.752,9515.779,11244.562,10451.295,8445.107,10872.524,9610.338,10127.463,11024.281,8670.609,9131.077,11058.941,9175.381,12759.08,9918.661,10828.539,11283.535,9176.859,9641.298,10441.017,10236.087,11214.137,9253.121,10839.944,10908.885,11579.061,10027.072,9164.913,11331.746,9193.327,9756.604,8635.188,10759.971,9721.075,8724.145,10414.889,9440.38,5960.8916,9418.321,8238.016,10135.978,9874.67,8849.814,9075.448,10213.591,9716.68,11139.407,10594.149,12209.372,10219.691,8931.765,
3896,718.6109250714268,10.680291,8922.56,5772.8784,6878.1294,8278.679,5781.9014,9307.249,7346.934,8165.3857,6370.657,6004.32,7471.8555,6734.9204,6235.668,11245.632,7365.724,6730.1406,6869.301,6871.33,6305.519,6927.822,8269.009,6595.184,7559.45,5600.1143,6901.404,7715.5576,5921.889,6633.3555,6531.5806,8628.306,6283.0034,7678.7217,7608.2305,6676.1406,6546.9014,8561.797,5477.18,4959.0083,5848.6787,6947.1396,9043.587,8005.223,7253.511,8276.807,5959.3325,7156.722,7213.5605,8183.961,6842.088,8419.81,4840.6274,5137.6206,5270.031,7022.933,9550.023,7428.1777,6654.6265,7480.99,7358.009,6762.327,8014.6787,8249.231,8900.436,5994.181,7707.725,7523.6035,6880.4136,6579.963,6780.2407,5954.81,7522.0674,7742.3916,10768.111,8356.501,5238.0024,7372.067,5738.044,8727.91,6216.2065,7396.3647,7945.507,6609.0557,8601.611,7711.844,7898.4966,7917.191,7459.267,6910.354,
3900,863.6765499584911,10.68259,17536.234,12166.732,16401.451,15188.38,14460.881,15663.164,19838.725,13367.49,17261.39,15842.754,19617.686,13465.327,16336.1,15563.62,16429.303,15125.682,19274.777,20114.043,16694.03,20874.506,20165.656,20398.281,12073.479,20990.062,7547.7646,7688.4585,20754.564,23670.12,18317.092,12548.847,26197.951,20420.223,19159.863,16971.227,22217.31,16583.984,12172.517,25406.023,13583.491,17627.379,10776.645,16333.525,16029.936,12574.108,16629.498,19927.293,16619.76,23115.44,16302.073,12885.919,0,0,0,18506.773,18768.738,18391.102,16334.04,22068.793,17000.389,16146.817,13889.626,12820.837,17179.541,13443.636,14065.851,13586.002,15398.843,13533.801,15118.147,17485.068,13699.278,13876.783,27144.988,16483.262,14254.669,17373.79,15932.045,17240.525,17750.6,17430.516,17512.523,15752.1875,17081.715,16554.918,16005.856,15146.135,17926.725,14969.184,
3901,851.6659343190183,10.671022,16954.314,11931.236,11433.397,14677.376,9947.082,16424.963,15892.062,10753.645,10224.373,11854.288,8129.244,8700.48,13337.089,7756.313,9123.931,7510.3467,11371.697,17862.299,9681.658,14391.743,12244.522,10321.88,10849.321,11192.631,8081.334,7038.994,13404.294,12114.183,11411.729,9387.364,17292.557,14174.536,13409.893,10188.228,15744.102,9217.894,9655.4375,16417.684,11984.613,13861.72,10535.814,17068.676,13186.588,12120.6875,12442.05,11802.638,17322.102,12394.902,14945.939,14992.025,0,0,0,18404.467,12857.131,11982.716,12480.983,12537.379,10399.786,14410.012,15397.437,16361.397,12761.498,11018.651,10805.691,16282.44,14234.47,15059.252,15718.368,14222.505,10907.349,12083.216,16592.492,12123.779,10520.004,13094.96,14981.738,14358.387,11752.773,13205.453,13485.674,15673.093,12540.851,11084.191,14409.276,11382.533,13272.474,9268.243,
3903,863.6765161703652,10.6829815,17536.234,12166.732,16401.451,15188.38,14460.881,15663.164,19838.725,13367.49,17261.39,15842.754,19617.686,13465.327,16336.1,15563.62,16429.303,15125.682,19274.777,20114.043,16694.03,20874.506,20165.656,20398.281,12073.479,20990.062,7547.7646,7969.0034,20754.564,23670.12,18317.092,12548.847,26197.951,20420.223,19159.863,16971.227,22217.31,16583.984,12172.517,25406.023,13583.491,17627.379,10776.645,16333.525,16029.936,12574.108,16629.498,19927.293,16619.76,23115.44,16302.073,12885.919,0,0,0,18506.773,18768.738,18391.102,16334.04,22068.793,17000.389,16146.817,13889.626,12820.837,17179.541,13443.636,14065.851,13586.002,15398.843,13533.801,15118.147,17485.068,13699.278,13904.135,27144.988,16483.262,14254.669,17373.79,15932.045,17240.525,17750.6,17430.516,17512.523,15752.1875,17081.715,16554.918,16005.856,15661.535,17926.725,14969.184,
3905,1540.3527305244072,10.691994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.4083,0,0,0,0,0,0,0,1117.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30841.32,0,0,0,0,0,0,0,0,0,0,0,0,0,
3906,1545.3821363026773,10.693805,2334.3965,2220.3357,1601.624,1610.1576,1868.8735,1707.7422,1933.1035,1682.5009,1944.4016,1653.1576,2794.4001,2179.9067,2248.4568,1887.7909,2006.7677,1711.251,1386.4031,1477.5449,2186.592,1503.9589,1544.7992,1849.9519,1763.1202,1719.7699,3589.2188,1443.6465,2019.7043,2120.027,2373.5127,2234.5508,2306.9087,1688.7812,2814.8179,1391.0908,1549.3586,2654.551,1500.9797,1606.0223,2122.1987,1737.0947,1960.8402,1984.0719,1805.284,2763.4312,2190.2715,2023.56,1996.6576,1323.7219,1694.0321,1829.1783,1509.317,2387.169,2183.5908,1584.5806,1903.4697,2455.309,2483.5005,1512.6302,2408.0842,1754.5945,1685.4492,1649.7482,2778.422,1512.3458,2380.1306,2061.9272,2246.8042,2357.348,1697.7324,2185.9355,1406.1416,1536.901,1711.263,2123.0715,268205.22,2194.7278,1381.1862,2640.4119,1932.5095,1706.0714,2370.1523,1993.9163,1977.1171,2103.0442,1780.375,3438.0833,2802.8855,1832.816,
3910,686.5907575976215,10.688376,8528.197,12585.976,8789.243,5811.825,9997.209,7457.136,9304.762,5989.8335,8710.708,7715.6357,8991.377,7067.82,6678.0293,10961.497,5738.7075,10172.197,9415.765,9357.743,7613.9585,7780.5884,7060.2505,9600.812,4939.2524,7839.7344,10459.955,11342.221,12416.145,10787.237,8923.49,7693.326,7705.422,6226.7686,8671.106,8556.758,16212.753,9250.503,13797.986,8300.316,12836.325,6437.891,12095.075,9552.375,7617.023,9575.73,11629.1875,12643.69,9735.805,10336.582,6995.641,10654.224,1694.9192,1484.07,1260.4447,9829.878,10572.746,12612.983,9710.681,11104.475,7669.1553,8673.036,8822.876,12208.974,8825.681,11796.314,11567.753,12363.5205,11038.452,10480.885,8578.9795,9603.407,13255.985,11233.634,13475.616,9767.793,6198.374,9595.015,9543.349,9168.168,9836.381,8890.32,9461.642,8551.141,9211.965,9203.787,9665.461,10102.878,9719.591,9851.689,
3911,688.5991618315957,10.691027,7394.864,4807.289,9629.14,4574.381,5137.247,7409.417,9660.677,7546.8804,9014.791,5620.307,6820.003,5836.882,8349.807,10623.036,4882.4326,7356.794,6612.0093,11075.228,4369.258,8495.689,6102.6914,7366.4033,5269.2705,8668.0,6525.0186,9217.101,8532.952,6743.314,9838.259,10102.695,6969.144,9506.906,8647.753,7677.93,9862.082,11765.085,9546.078,9170.022,5946.344,9626.332,7934.576,7973.47,11973.478,7208.7896,8363.678,8084.1846,5375.973,9272.345,4615.385,9159.348,1761.3359,1605.6216,1609.8766,10028.245,9580.712,9201.81,6676.133,6897.4897,8285.155,9312.727,6804.2637,5371.805,10089.683,5420.503,10813.434,11410.347,7715.52,6273.1714,6929.7993,8254.346,9117.149,8948.906,15908.614,8495.082,4895.761,8488.401,9080.701,7658.4873,8447.454,7832.5767,8494.436,6594.0127,9056.328,8434.339,8771.595,7236.0,9011.61,7308.1914,
3918,1551.378605646801,10.692166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17352.684,0,0,0,0,0,0,0,0,0,0,0,0,0,
3919,1562.371493808745,10.694966,0,0,0,0,0,0,0,0,0,0,1187.8136,0,0,0,0,0,0,0,0,0,0,0,0,0,1034.9003,0,0,0,0,0,0,0,0,0,0,0,1391.219,0,0,0,0,0,0,0,0,1009.435,0,0,0,0,0,0,0,0,0,0,0,0,1072.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44951.863,1172.0278,0,0,0,0,0,0,0,0,0,1075.4828,1546.6417,0,
3920,1565.3706525132397,10.692166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19011.328,0,0,0,0,0,0,0,0,0,0,0,0,0,
3926,658.5736258528194,10.694232,50116.99,41063.52,50558.105,54792.2,46345.56,79030.1,51438.355,36045.613,45322.258,34417.082,67864.69,35968.465,39078.918,47037.242,56738.42,50985.453,43503.562,56622.96,31516.092,37417.316,44055.44,39950.402,44323.582,47198.53,41655.535,51258.37,58457.168,53359.812,36598.816,49064.105,59893.062,30441.123,39446.176,46314.53,58956.3,37821.254,45900.242,34154.27,44255.844,34598.14,57467.39,74945.33,42698.188,53037.07,55280.31,57396.33,64533.887,48989.7,47362.54,54746.883,0,0,1087.2112,65864.98,66484.43,43574.19,59028.062,46237.12,48201.64,48966.355,49224.273,67704.72,64548.94,51380.848,47746.97,80160.61,57000.73,46196.68,79734.69,52937.383,52194.734,39917.2,57580.15,50435.72,33242.484,53219.785,55979.88,52349.207,49381.234,51353.477,53457.875,54131.496,52214.816,49044.164,52621.977,51174.48,53459.32,55215.508,
3927,656.5749792638297,10.694434,136334.9,114089.45,139474.11,164715.33,125290.234,219822.48,129920.055,101490.95,138582.77,106555.05,183654.94,99659.56,100573.086,139729.8,151930.52,147517.89,131130.0,161439.38,83625.41,101878.08,130337.07,110328.17,130330.17,140630.89,124028.02,145486.06,164258.9,145854.03,98535.76,145721.83,171626.94,88859.47,108522.05,133619.22,164395.48,113165.02,136091.86,103859.81,116721.234,98832.96,161767.28,206449.83,114311.41,160142.2,162620.86,167023.92,187798.05,133329.1,132538.19,168425.56,1945.3197,2165.375,2006.1633,193569.69,183603.88,131134.14,165038.94,125852.48,137043.4,136326.72,140650.6,191630.7,186742.28,140801.77,125209.21,222407.62,162036.72,134952.75,218545.12,141572.64,153353.11,118250.98,168180.03,147666.97,88232.33,149453.62,148697.52,147486.95,142068.86,148455.97,151037.5,148548.66,142768.23,144332.66,150255.12,141705.94,139658.69,144983.23,
3931,666.6032168086547,10.695204,80462.195,65198.12,83610.555,90040.81,82729.2,135019.58,82193.14,53161.17,80195.31,56190.023,136078.08,55398.848,52602.695,83324.54,85588.2,89728.734,74654.55,102139.55,44241.555,50708.562,67098.695,61192.246,65485.85,83537.04,63950.418,84822.04,107622.32,86556.93,54854.29,85243.58,102349.29,45544.16,51999.477,72511.086,101945.99,56193.047,79349.66,61140.33,76013.04,51937.645,95443.66,135515.64,71052.03,98787.5,87356.7,106376.93,115798.84,77887.07,74734.13,104773.61,0,0,0,121223.4,117988.586,74133.06,100817.06,73547.055,80222.23,78525.83,87371.84,124840.84,110129.18,86107.3,75799.59,133280.3,99876.586,76486.6,141393.39,85847.61,87783.39,61743.145,101288.9,83208.805,54137.086,86823.52,87589.9,85060.46,85221.31,85860.57,88775.984,80541.06,84712.48,81269.375,90526.05,84906.11,85921.766,88156.55,
3934,744.5810999253466,10.698539,5573.494,6224.201,7745.224,4765.4346,6082.202,5239.543,6446.2354,4396.6035,5816.1406,4783.2607,7309.973,5813.622,4050.9639,7214.8027,4244.789,6629.001,6646.9507,6637.232,4224.952,3944.4592,5487.6206,5660.158,3722.4006,5807.5654,6544.298,7239.3594,8328.809,7247.158,4370.7954,6023.173,5291.7393,3743.4167,6517.3525,6710.9146,6564.4663,3613.84,5396.4155,5081.0864,8861.468,4799.5044,4394.012,5864.541,7304.117,4701.8877,5323.191,8116.051,6859.413,6405.7676,3683.23,7232.577,0,0,0,6064.161,5607.0024,5228.211,5919.452,7633.6855,5907.8027,5583.1016,5673.1636,5408.586,6072.3267,7681.7925,5598.921,5671.1865,9098.076,5400.358,8463.096,6946.926,5012.003,5610.447,4699.322,7166.4463,4570.921,7367.162,5210.8315,5564.787,5827.0063,5511.3096,5173.7085,5489.1895,5435.8335,5828.8657,5843.1694,5192.227,5831.3657,5595.665,
3935,599.5273444051968,10.694753,13646.414,12305.599,13045.645,12698.331,14436.109,11930.651,12233.479,14939.889,13793.104,14869.521,12233.947,13992.794,13177.013,12432.92,13303.331,12315.891,13224.826,13599.403,12726.503,12843.895,16003.423,13581.62,13025.045,12450.762,13045.813,11801.385,12719.767,13457.732,12823.347,13215.993,13145.1,13548.541,13216.05,13801.804,12524.514,12968.792,14172.429,13187.999,12025.208,12233.7705,12244.544,14078.886,13074.578,12352.2705,13856.6045,13109.152,12564.0205,14419.097,12763.613,12832.88,16174.858,15856.207,14984.215,12527.448,13529.372,13566.907,12573.291,12495.894,12092.304,12398.928,14512.781,14089.388,12554.644,13598.003,13878.764,13259.949,14510.454,12249.977,13190.011,14650.1,12831.145,14196.399,13262.0205,13202.216,8317.157,12775.806,14706.149,12097.999,12286.497,13338.973,13197.034,12977.167,12595.541,12335.505,11950.989,13926.55,15153.982,13812.017,
3936,684.5910130912961,10.696774,47335.47,59451.555,60775.945,43758.164,68715.03,62684.71,56268.785,40870.68,55099.684,40980.316,66411.74,50331.023,42474.363,80673.75,41491.58,72643.336,58562.863,63641.855,44544.008,42469.473,51341.383,57099.848,35954.758,63855.844,64713.96,63238.016,88366.625,64843.195,43178.887,57679.62,50515.35,41386.07,49817.363,67566.85,78858.68,35517.453,54934.016,48482.797,86445.625,45615.13,49595.754,62337.605,66304.45,58888.773,60448.812,66501.97,64125.203,60818.46,43632.48,78589.7,0,0,0,64600.48,54102.055,50367.37,64558.3,67089.84,62395.85,52486.3,60131.2,50603.33,61037.01,76398.14,52321.805,59222.195,57919.445,54421.69,68603.516,62175.504,51580.203,47580.254,40598.2,62067.816,37518.258,56059.176,58741.18,59424.094,56266.14,59969.445,58990.65,55174.117,62503.797,59457.28,51122.92,54406.36,55598.203,60137.35,
3938,682.5904231045888,10.697503,121164.53,163798.6,146073.95,117521.125,159971.92,157184.11,143930.55,91915.8,147028.75,99461.18,154371.06,137720.39,102079.25,190617.03,112329.76,184239.22,154003.31,148255.92,116320.41,103915.82,128466.336,142398.53,86402.5,166546.14,162153.33,168119.14,218286.69,163812.61,107072.48,147741.72,139406.06,102528.58,135331.02,158147.03,187723.08,86793.39,147169.03,118724.42,213908.75,105479.875,129453.6,163793.05,159633.17,130205.305,138899.8,166902.34,161388.39,149394.0,106260.95,181683.94,1037.4519,0,1027.9038,160312.22,139958.05,127660.21,160655.89,182774.98,148109.45,140090.88,143079.3,137267.95,148561.89,192233.11,138334.03,131440.14,152160.1,146383.98,167655.11,159313.94,142893.28,125586.3,107771.83,142200.48,83220.2,144450.69,136425.84,145514.2,139916.44,144239.69,143496.55,143613.23,140999.0,139849.06,141908.48,139355.66,150779.86,142574.31,
3940,1536.3520242093691,10.695728,1083.1454,1109.2754,1316.6896,1075.0854,0,1405.2341,1288.0138,0,1264.168,1195.4463,1179.5306,1066.2612,1815.254,0,1002.121,1032.0804,1462.3933,1198.1104,0,1063.3727,1307.0771,0,0,1377.1401,2374.4653,1627.8776,0,1253.28,1097.5714,1198.751,1161.7654,1190.3588,1667.415,1439.0873,1117.5566,1092.5372,1281.0165,1422.2948,1064.8885,1164.5109,1274.4778,1226.1727,0,1077.0082,0,0,1009.2477,0,1235.7231,0,1133.6483,1122.3079,1099.254,0,0,0,1073.2067,1077.0033,1313.184,1378.1322,1436.8574,1240.4166,1880.2689,0,1240.2109,1140.6718,0,1625.5066,1036.8906,1101.6624,0,1318.1176,1247.9633,1008.10736,151218.83,1587.4835,1264.1012,2052.3262,1311.6262,1666.0048,1416.8451,1106.1012,1229.4381,0,1067.0929,1705.1083,1374.0,1034.2485,
3941,1538.350405223068,10.695221,0,1010.90686,0,0,0,0,0,0,1000.3472,0,1409.0184,0,1495.0084,0,0,1098.2368,1035.875,0,0,1108.0594,0,1272.2482,0,0,1507.1938,0,0,1141.6501,0,0,1422.7606,0,1173.4445,0,0,0,1001.25,0,1157.8004,0,0,0,0,0,0,0,0,0,0,1147.0391,0,1017.5631,0,0,0,0,1212.2153,0,0,0,0,0,1044.5952,0,0,0,1040.0199,1162.5021,0,0,0,0,1175.625,1022.04895,84142.79,1153.2203,0,1057.0752,1006.2234,0,0,1211.605,0,1185.395,1042.7373,0,1105.741,0,
3942,1547.3797975957907,10.693786,1612.783,1615.7607,1281.0613,1139.375,0,1367.229,1561.2715,1105.2448,1343.3237,1176.4579,2199.4043,1237.5078,1944.1423,1452.6769,1027.7826,1251.4938,1260.6805,1188.1414,1001.28143,1100.6407,1323.6215,1340.0751,1060.471,1031.0419,2843.3801,1330.4766,1149.3895,1516.0221,1442.5385,1828.659,1357.1227,1589.0259,2102.0146,1542.9935,1126.3712,1077.5181,1197.0526,1595.0908,1059.1835,1584.0887,1569.0646,1326.6624,1860.8225,1583.9323,1285.063,1415.8395,1883.6814,0,1628.2284,1200.6786,1124.2767,1782.0046,1042.791,1202.8186,1244.0233,1493.3091,1499.1349,1218.4496,1531.3213,2334.5166,1273.7506,1081.2396,2191.5469,1124.799,1212.876,1594.8359,2049.3264,1357.9637,1227.4901,1414.5841,1713.7163,1025.6781,0,1599.1134,180859.28,1180.9038,1810.4376,1939.0974,1241.4379,1849.0659,1709.6428,1583.3821,1266.1277,1402.0957,1215.0801,1449.9454,1576.7572,1570.3397,
3943,1549.3808391762304,10.695637,0,0,0,0,0,0,0,0,0,0,1032.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.9539,0,0,1225.3389,0,0,1006.06104,0,1025.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.3498,1004.1227,0,0,1058.0555,0,0,0,0,0,0,0,0,67864.18,0,0,0,0,0,0,0,0,1017.9366,0,0,0,0,
